golden_id,customer_tweet_id,customer_text,brand_text,heuristic_bucket,suggested_intent,suggested_confidence,true_intent,true_escalate,escalate_reason
g0130,1648050,order id 404-1020336-9377910. 2 days 2 msgs rgrdng not be able to contact. Customer care can't help except lying. Way to go,don’t provide your order details as we consider them to be personal information. Our page is visible to public. ^PB (2/2),unmatched,,,,,
g0131,2346293,No. And it seems that the tv I tried to buy over a week ago went up in price for your ‘black Friday’ sae,Sorry to hear this. Please reach out to us here: (No login required) and we can look into this. ^PK,billing_payment_issue,,,,,
g0132,1727212,I received it. Thanks,Glad to hear! Thanks for letting us know! ^AT,compliment_positive_feedback,,,,,
g0133,1606320,"for single order October 13,2017 ,4__credit_card__ bifurcated in 5 shipments and billed five shipments. Please reverse unjustified",I'm sorry for the experience. Kindly connect with us here: We'll sort it out right away. 1/2 ^OS,billing_payment_issue,,,,,
g0134,1451503,Just sent an email. Thank you!,You're welcome! Please let us know if there's anything else we can assist you with from here. ^HC,compliment_positive_feedback,,,,,
g0135,577717,"will not address why they lied 3 times to me plus why their courier does not follow their guidelines on 2nd delivery attempt, then they said we have contacted them they will delivery Friday, waited in and guess what NO DELIVERY 2/2",Sorry to hear that. Can I ask which Amazon site you placed your orders on (.com / .co.uk / .es / etc)?^TI,order_status_delivery,,,,,
g0136,631711,Why is part of my app in Spanish?,I'm sorry for the trouble. Have you checked the language settings within the app? ^CO,app_website_technical,,,,,
g0137,1777517,Tried so hard for so long to get a prime account activated but your website just wouldn't let me. Why don't you want my money? What gives?,Can I ask what site you were trying to set this up on and what error message you were getting? ^KI,app_website_technical,,,,,
g0138,1271556,can you send me a link to cancel my free trial?,You're able to cancel the membership with us here: ^KP,refund_return_cancellation,,,,,
g0139,311067,I guess you didn't get it right. I wanted to show you the MRP written on the product label and the MRP mentioned on your page.,"Sorry about that, thanks for flagging this. I'll forward it internally for review. ^PS",billing_payment_issue,,,,,
g0140,2379881,"Yo did you break the Kindle app for WinPhone? It suddenly wants me to log in, except it rejects the password that works everywhere else, and the web reader on a phone is totally awful.",I'm sorry to hear you can't log into the Kindle App for your Windows Phone. What version do you have? Have you tried updating the software? You can download it here: ^SY,account_security,,,,,
g0141,2539621,I need one plus charger cable original make. Is it available in Amazon ?,"Hi Deepak, here you go: ^SG",billing_payment_issue,,,,,
g0142,1031591,"nothing yet!are you going to refund my money? don't send me a link...refund by EOD, I am going to write this to Mr. Thota","As this is a social media platform, we can't view your order details. Have you (1/2)^HR",refund_return_cancellation,,,,,
g0143,2384128,"Thank you, but feels futile; as there'll be no happy out come from filling out a contact us form for a concert that has now sold out.",Apologizes for any disappointment caused Peter. ^NV,app_website_technical,,,,,
g0144,869869,Here The ScreenShot Of My 399 Recharge On My Jio Number,"We'd like to get this checked and help, kindly connect with us here: 1/2 ^MA",billing_payment_issue,,,,,
g0145,2337556,"Phone number provided to website isn't working right now, so I cannot connect to the courier facility. Any help?",I'm sorry for the trouble. Please connect with our support team here: for further assistance. ^RW,app_website_technical,,,,,
g0146,1657352,Thank you for embarrassing me by wrapping a gift with damaged paper. 1/n,I'm so sorry about that. Please go to Your Account or to submit packaging feedback. (1/2) ^VM,product_quality_defect,,,,,
g0147,2084540,Yeah I always receive my order because i have to guide them step.by step. Please.add an option to share my location on map so your delivery person can locate it easily saving everyone's time and cost.,"our logistics to ensure best customer experience, I'll pass on this feedback and we'll work on it. (2/2)^SU",order_status_delivery,,,,,
g0148,278727,No that's really pathetic amazon.,"We apologize for the bad experience, please contact us here and we'll have a closer look. ^RD",complaint_negative_other,,,,,
g0149,1717555,Every time I click on a song it plays a different one! Why is this happening?!,I'm sorry this is happening! We'd love to troubleshoot this with you. Please reach us directly here: ^AY,unmatched,,,,,
g0150,1073273,Thanks for the freakishly prompt assistance. It seemed as if I was talking to some real person on customer care. :),"Keep us posted for any further concerns, we'll be glad to help you. ^SQ",compliment_positive_feedback,,,,,
g0151,285635,: There is no use of using lighting deal. No one should feel happy that they got deal because there is no lighting deal all fake.,Pricing and offers are decision of the sellers. The constantly changing marketplace (1/2) ^CB,product_quality_defect,,,,,
g0152,2398919,My account has been hacked and password changed without consent,Very sorry to hear this. Please use this link to reach out to us directly: ^CR,account_security,,,,,
g0153,1177151,your cust.service just implied that my missing items are my fault for living somewhere unsafe. Poor people dont deserve to get mail?,"That's certainly not the experience we want for our customers. To escalate this, please fill out: ^BE",product_quality_defect,,,,,
g0154,2875643,??,"Although, the offer is available on our website, the messages you've received are not from Amazon.in. ^AP",unmatched,,,,,
g0155,2295511,how do I get rid of my account and cancel prime and get my money back since it has now been 1 week with zero help on getting my account back?,I'm sorry for the trouble! You can find information on how cancel your prime membership here: ^LR,refund_return_cancellation,,,,,
g0156,2900966,Sent the details to above link. Representative never agreed to amazon's mistake which is not expected from brand like amazon. I hope your team will help me to get the product at the previously discounted ordered price.,"Thanks for the confirmation, Hitesh. I understand it was disappointing. Allow us to look into this for you and we'll soon reach out to you with an update. Request you to wait. ^NK",billing_payment_issue,,,,,
g0157,742496,It just says it should be delivered between the 11th or 12th,Thanks for the info! Packages have until 2100 to be delivered on the given delivery date. Keep us posted! ^VB,order_status_delivery,,,,,
g0158,2132835,"They basically said ""Well, that really sucks, but you'll get it in the next couple of days."" The only reason I ordered from Amazon was to get the stuff ASAP with no hassle; if I knew it was going to be an ordeal I would've just gotten what I ordered locally.",I understand your frustration with this! What date was given in the confirmation e-mail? ^HS,complaint_negative_other,,,,,
g0159,1886043,Looks like the mobile version would not cancel my order. I loaded a desktop view and that worked just fine. I tried the mobile a few times,Have you tried uninstalling and reinstalling your app? ^AC,refund_return_cancellation,,,,,
g0160,419843,#4__credit_card__ after several calls and confirmation mails from cust care represent order has been cancelled 1/2,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",refund_return_cancellation,,,,,
g0161,330165,"I am on my PC, when I get that error. Is there a way to make it so I can login through the Website with the teen account?","From the error message, it appears you must be using the shopping app to login under that account. ^JE",account_security,,,,,
g0162,422314,Does amazon prefer fake review ? why my genuine review has been not published ?,We welcome all reviews on our website as long as they abide to the guidelines here: Kindly 1/2 ^AB,product_quality_defect,,,,,
g0163,1384110,please fix my Prime Membership trial. I agreed to try but canceled my order &amp; claimed I’d used my Prime trial. 3 months customer Service didn’t help. Finally said I’d receive e-mail to reinstate Prime Mem Trial but nothing. PM me for my acct info please,I'm sorry for the trouble! We don't have access to your Amazon account information over Twitter. We'd like another opportunity to find a solution; please reach out to us by phone here: ^LJ,refund_return_cancellation,,,,,
g0164,1278045,How do you mark a package delivered to the front door of a business and never deliver! Unable to re fullfill order also! SuperBS,"I'm sorry you didn't receive the order. Have you contacted us? If so, did we offer a refund or mention carrier feedback? ^RA",order_status_delivery,,,,,
g0165,2726777,delivery to be done by 11:00 am today is yet to be delivered and surprisingly no updates as well,Apologies for the trouble with the delivery of the order. We'd like to help. Kindly report this to our support team here: ^AK,order_status_delivery,,,,,
g0166,2418745,Struggling to oder OnePlus5 128GB as exchange option is not showing up. Couple hrs back it was there. Exchange offer is mentioned in Special Offers section. Kindly suggest.,"I'm sorry to know you're facing issues with checkout, Pankaj. Please share your postal code with us. We'll help you further. ^SV",unmatched,,,,,
g0167,1484085,why in God's name do I keep having to sign in on Fire TV Stick?! I just want to stay logged in permanently,We'd like to help! Please try these troubleshooting steps and let us know if the issue continues: ^KN,account_security,,,,,
g0168,2840275,"Ahhh, I see excellent. I’ll do that &amp; thanks for your help 👍👍👍","😁You're very welcome, Dan! We're always happy to help out in any way we can. Enjoy the rest of your day! ^WJ",compliment_positive_feedback,,,,,
g0169,1533714,When did free 2 day Prime deliveries become 3 or more? This makes me 😠 that I’m paying for Prime and not getting 2 day 📦,"(1/2) Hello Kathy! Two-Day Shipping refers to transit time, in business days, once the order has been shipped.",order_status_delivery,,,,,
g0170,1439804,It’s 4 days now and no one called. Thanks. How easy is it to as a new Book as product on your website.,We've shared the details with the concerned team. They'll get your issue resolved. Appreciate your patience. ^SG,app_website_technical,,,,,
g0171,2319779,refund it and take this back..,We have responded to your concern here: Request you to check. ^MP,refund_return_cancellation,,,,,
g0172,710604,"well, what a waste of time it was dealing with Amazon account specialist. Fraudulent activity on my acc. A copy n paste reply.","I'm sorry to hear about the troubles with your account, Jason! Can you tell me what was advised by the Specialist? ^FR",account_security,,,,,
g0173,349438,Already replied many times over. Pls dig into your mailbox and let me know the settlement procedure. Thanks.,Please provide your details here: and I'll get back to you on this. ^SH,compliment_positive_feedback,,,,,
g0174,182602,Have given you a second chance and reordered! Hope I will get a undamaged product this time...,"Thank you, Saikrishna. Be assured, your order should be delivered in pristine condition. Do keep us posted. ^SV",product_quality_defect,,,,,
g0175,1359076,Replied you through DM ... Please can you share T&amp;C's for getting replacement is manufacturing defect is not covered in it ???,"We've responded to your query via DM, Dipanshu. Kindly check.",product_quality_defect,,,,,
g0176,2290529,yes but no satisfactory resolution hate your customer service,"I'm sorry about that, We’d like to help you with this; please fill this form: and we'll contact you at the earliest.^PJ",unmatched,,,,,
g0177,1258988,"I raised this on 10th oct through an email, does it take this long for a solution, i need my phone pls, damn its a birthday gift for someone",soon with an update. Kindly keep an eye on your inbox for any correspondence from our side here: (2/2)^SF,unmatched,,,,,
g0178,2558595,"Hi Amazon, Order id # 405-7742295-7390718. I raised request for above order id around 25 days back at Amazon as well as BPL brand also. But Still I didn't get any call from Amazon and BPL. Is the service Amazon provide to customers. It's not fair and worst service.","Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2",complaint_negative_other,,,,,
g0179,247451,Your team communicates in order tone. I don't need your product now. Give my money ASAP.,"Hence, requested you to revert to our email for further action or updates. [2/2] ^HA",unmatched,,,,,
g0180,1379391,Hey i think i've received a fraudulent email about a Prime subscription i didnt set up. is there an address i can forward it to?,Oh no! You can find some helpful info on reporting fraudulent emails here: . Hope this helps! ^AD,account_security,,,,,
g0181,2881913,"How do I see my messages? Need to send some photos to a seller since they requested them, (defective product) but unsure if attaching them to an email would work.","Attaching pictures in a reply to the messages you have received should work. However, you can also contact the seller through our online communications manager. You can find instruction here:",product_quality_defect,,,,,
g0182,1821574,I can’t get info my account and it won’t let me access the customer support page unless I sign in. How do I contact you,"The previously provided link does not require a sign in. If you receive a sign in page, please select ""Skip sign in."" ^RR",account_security,,,,,
g0183,2401528,I can't add anything to my cart. Is there a prob?,I'm sorry about the troubles! Please reach out to us here: for more troubleshooting on this! ^TK,unmatched,,,,,
g0184,2418073,it’s taken the money out but says i haven’t got a membership??,Hmmm... we may need a closer look at this. Reach out to us here: ^MJ,unmatched,,,,,
g0185,1410357,#amazonindia biggest lair company. They are cancelling so called lightening deal products again and again. nobody is hearing in customer care. sharing some incidents here.,"Sorry to know about that. Whenever an order is canceled, an email will be sent to your registered email address ^AK (1/3)",refund_return_cancellation,,,,,
g0186,378841,"This is what they did with me, ordered and paid 1224 for JiowifiM2 &amp; Delivered JIofi150MB which Cost 999,Now say how2 Believe ?",Sorry about the bad experience. Kindly get in touch with us here: and we’ll be glad to help you.^NS,order_status_delivery,,,,,
g0187,2671800,ORDER # 405-3511566-0877939 Sold by: Mivi Official ORDER PLACED: 7 October 2017 Expected by 1 Nov Not yet dispatched.,"Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP 2/2",unmatched,,,,,
g0188,1482325,Hey :There is s bug in amazon which leads to sharing order details of some to other users. Connect for details.,"We'd like to know that, please write to us here: and I'll reach out to you. ^SQ",app_website_technical,,,,,
g0189,2389707,"5 mins back received order. Why sending damaged product? Order Id: 408-1966445-1659532. It's clearly mentioned on the pack as ""Customer Damage"" then also sending to customer. Poor service. What's the meaning of amazon fulfilled service. Replace it.",I'm sorry to know that the product you've received is damaged. May I know if you've reported this to our support team here: ? ^EM,product_quality_defect,,,,,
g0190,2353785,I never submitted my email id i login through my phone number,We'd like to check this. Kindly share your details here: and we'll look into it. ^MO,account_security,,,,,
g0191,255491,thanks ... I’ll give it a go..,You're welcome. Please let us know if you have any further questions or concerns. We're here to help! ^TG,compliment_positive_feedback,,,,,
g0192,2935868,. you just charged me for a year's prime subscription without reminding me beforehand 😢,"We are sorry for the inconvenience, have you checked this info ^VL",billing_payment_issue,,,,,
g0193,1471707,Website led me to believe the new CoD WW2 game preorder would allow me to pre install. Lead to an extremely frustrating CS chat experience.,Very sorry about the experience. Were we able to share any insight on the pre-order issues that were occurring? ^CR,app_website_technical,,,,,
g0194,596833,"I ordered Sheffield Induction Base Cookware on 03-10-17. Which is defective, So I contacted your cust care via call almost everyday for 7 days. But the pick up haven't been happened as promised by your cust care agent.And I'm still waiting for the pick-up to happen.",I'm sorry to learn your order has not been picked up yet. I'd like to look into this and help you. Please share your details here : and we'll reach out to you soon. ^AS,product_quality_defect,,,,,
g0195,2589137,"thanks a lot amazon been waiting all day for delivery then get an email saying it's been attempted when I was in the building, what a lie, even left instruction to go round the back, I want a refund ruined my night","Simon, Sorry for the delay. Give us a call and we'll get your parcel to you as soon as possible. ^EM",order_status_delivery,,,,,
g0196,93668,Another delayed shipment. Who do I need to call to fix this?,Please contact us here: so we can make sure this is addressed. ^CO,unmatched,,,,,
g0197,1262643,No obvious way of marking that on your website.,Please contact us here: so an agent with access to your acc can look into this further with you. ^JJ,app_website_technical,,,,,
g0198,205021,Thank you! All sorted now. There were 2 accounts set up with the same email address which was very weird.,"Thanks for keeping us in the loop! If anything else comes up, we're here to help. ^RA",compliment_positive_feedback,,,,,
g0199,2795333,"just updated amazon app and it switched from USA to Mexico. I am in MX but shop way more from US site, how can i get the US app?",Oh no!. I'm sorry that happened. You can contact us here: so we can help. ^LL,app_website_technical,,,,,
g0200,2457737,Nice to know that your customer services just say anything and don’t even know what your customer even has on their account 😂 #laughable #terrible,"Hi Kelly, this seems a little strange. Can I ask what the tracking is currently saying? ^KK",complaint_negative_other,,,,,
g0201,959700,I’ve gone through the entire scenario so many times with so many different people it is ridiculous that there is no continuity of process.,Have you received any e-mails regarding this issue from the Account Specialist? ^JZ,complaint_negative_other,,,,,
g0202,235668,worst service by amazon. if u don't have PC you not able to get invoice of ur purchase wow. order: 4__credit_card__,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,complaint_negative_other,,,,,
g0203,2343922,Several times. Still nothing has been done. I also have been told the refund has been issued but I know how to read my bank statements,Did we mention when the refund was issued? It typically takes about 3-5 business days to show up on your statement. ^LI,refund_return_cancellation,,,,,
g0204,920931,Stop posting shit. You sold be a defective product and doesn't give a damn about issue. #biycottAmazon #fakeamazon #disappointing services,That's quite a comment. I'd like to know what went wrong. Kindly fill in your details 1/2 ^MM,product_quality_defect,,,,,
g0205,2263090,"I am returning an order and have my proof from the post office, but not had a confirmation from you yet. Posted it Saturday. Thanks",Are you returning an order with a prepaid label from Amazon? ^DG,refund_return_cancellation,,,,,
g0206,135093,Thanks for help,You're welcome :) ^HS,compliment_positive_feedback,,,,,
g0207,1086042,"🤔 why do I need to ship this back if it’s broken? It seems like a waste of packaging, can you just send me a replacement?",We appreciate you reaching out. Please contact us here via phone or chat to explore your options: ^GG,product_quality_defect,,,,,
g0208,2497111,When you feel cheated and lied to because your package from amazon says guaranteed delivery by 8:00pm and I’m still waiting or it. 🤔,"Oh no, Laura! What is the current status of the order? If you're unsure, you can check here ^AY",order_status_delivery,,,,,
g0209,2480928,"yes, 10 times. I change it but can't login using my new p/w.",Try contacting us directly here: You won't have to login. We'll be able to assist in real-time. ^SK,account_security,,,,,
g0210,416741,Complaint so many times just check it,Apologies for the stretch. Please submit your details here: We'll check and reach out to you. ^HK,unmatched,,,,,
g0211,294354,you do like to send the most ridiculous sized boxes but you've made Dexter happy #amazon #cats #boxesarefun,How precious! ❤️ Please share your packaging feedback with us here: to help us improve. ^WJ,complaint_negative_other,,,,,
g0212,2434591,It was in Bengaluru at 1:36PM and you didn't deliver order to address within 6-7 hours. Totally worst service.,"Apologies. As per the details on the tracking page, the package will be delivered any day in between from [1/2]^SK",order_status_delivery,,,,,
g0213,1615529,can you help me with the order #406-9837623-9502709. In Amazon account reflects order was active . But got Msg order cancelled.,"Please reach out to us, here: so we can assist you. 1/2 ^PJ",refund_return_cancellation,,,,,
g0214,378469,seller is doing fraud. He clearly stated that he will give 400 rs voucher of bookmyshow. But he is giving only Rs. 200 egv.,We'll be glad to sort this for you. (2/2) ^MN,account_security,,,,,
g0215,1082255,please try to improve ur Indian customer support. It is pathetic. For simple installation waiting for 35 days!!!,"Apologies, I'd like to look into it right away. Could you please confirm if you've shared the details in the (1/2) ^MO",complaint_negative_other,,,,,
